#META_DATA
#type,name,property,value
#table,,tag,gui_write_user_map
#table,,app_name,fc
#table,,version,"V1.1"
#table,,report_date,"2024-Mar-07 07:13:17"
#table,,title,"powerDensityMap"
#table,,bins,10
#table,,max_threshold,
#table,,min_threshold,0.000000
#table,,color_scale,TemperatureScale
#column,Coordinates,type,poly_rect
#column,Value,type,double
#column,Comment,type,string
#END_META_DATA

Coordinates,Value,Comment
{3.24000 5.04000} {3.60000 5.40000},3418.163596,3418.2
{3.60000 5.04000} {3.96000 5.40000},5659.529310,5659.5
{3.96000 5.04000} {4.32000 5.40000},3200.964646,3201
{4.32000 5.04000} {4.68000 5.40000},6568.930049,6568.9
{4.68000 5.04000} {5.04000 5.40000},7841.166942,7841.2
{5.04000 5.04000} {5.40000 5.40000},3800.617745,3800.6
{5.40000 5.04000} {5.76000 5.40000},6959.335478,6959.3
{5.76000 5.04000} {6.12000 5.40000},7128.519430,7128.5
{6.12000 5.04000} {6.48000 5.40000},5241.984401,5242
{6.48000 5.04000} {6.84000 5.40000},2795.664653,2795.7
{6.84000 5.04000} {7.20000 5.40000},6188.658496,6188.7
{7.20000 5.04000} {7.56000 5.40000},6329.384985,6329.4
{7.56000 5.04000} {7.92000 5.40000},6770.999490,6771
{7.92000 5.04000} {8.28000 5.40000},2899.484197,2899.5
{8.28000 5.04000} {8.64000 5.40000},2022.537355,2022.5
{8.64000 5.04000} {9.00000 5.40000},4366.707139,4366.7
{9.00000 5.04000} {9.36000 5.40000},3798.450612,3798.5
{9.36000 5.04000} {9.72000 5.40000},5423.622473,5423.6
{9.72000 5.04000} {10.08000 5.40000},5964.367397,5964.4
{10.08000 5.04000} {10.44000 5.40000},2593.825361,2593.8
{0.00000 5.40000} {0.36000 5.76000},1184.394287,1184.4
{0.36000 5.40000} {0.72000 5.76000},3063.135807,3063.1
{0.72000 5.40000} {1.08000 5.76000},2425.258578,2425.3
{1.08000 5.40000} {1.44000 5.76000},5815.223188,5815.2
{1.44000 5.40000} {1.80000 5.76000},6105.161583,6105.2
{1.80000 5.40000} {2.16000 5.76000},5512.797259,5512.8
{2.16000 5.40000} {2.52000 5.76000},7106.132301,7106.1
{2.52000 5.40000} {2.88000 5.76000},5526.111817,5526.1
{2.88000 5.40000} {3.24000 5.76000},4308.667038,4308.7
{3.24000 5.40000} {3.60000 5.76000},3909.927194,3909.9
{3.60000 5.40000} {3.96000 5.76000},3012.583119,3012.6
{3.96000 5.40000} {4.32000 5.76000},3811.292599,3811.3
{4.32000 5.40000} {4.68000 5.76000},6103.390608,6103.4
{4.68000 5.40000} {5.04000 5.76000},5533.404038,5533.4
{5.04000 5.40000} {5.40000 5.76000},4221.640117,4221.6
{5.40000 5.40000} {5.76000 5.76000},2823.826229,2823.8
{5.76000 5.40000} {6.12000 5.76000},7177.076406,7177.1
{6.12000 5.40000} {6.48000 5.76000},5988.663926,5988.7
{6.48000 5.40000} {6.84000 5.76000},6378.050001,6378.1
{6.84000 5.40000} {7.20000 5.76000},3452.267072,3452.3
{7.20000 5.40000} {7.56000 5.76000},3034.992606,3035
{7.56000 5.40000} {7.92000 5.76000},1280.579722,1280.6
{7.92000 5.40000} {8.28000 5.76000},2108.849728,2108.8
{8.28000 5.40000} {8.64000 5.76000},2620.516387,2620.5
{8.64000 5.40000} {9.00000 5.76000},1516.197907,1516.2
{9.00000 5.40000} {9.36000 5.76000},6030.290180,6030.3
{9.36000 5.40000} {9.72000 5.76000},7444.763771,7444.8
{9.72000 5.40000} {10.08000 5.76000},8900.273124,8900.3
{10.08000 5.40000} {10.44000 5.76000},3245.472541,3245.5
{0.00000 5.76000} {0.36000 6.12000},2088.337758,2088.3
{0.36000 5.76000} {0.72000 6.12000},8093.147855,8093.1
{0.72000 5.76000} {1.08000 6.12000},7595.821888,7595.8
{1.08000 5.76000} {1.44000 6.12000},5378.063336,5378.1
{1.44000 5.76000} {1.80000 6.12000},6347.225860,6347.2
{1.80000 5.76000} {2.16000 6.12000},7627.576501,7627.6
{2.16000 5.76000} {2.52000 6.12000},6257.698039,6257.7
{2.52000 5.76000} {2.88000 6.12000},5617.874553,5617.9
{2.88000 5.76000} {3.24000 6.12000},6647.284738,6647.3
{3.24000 5.76000} {3.60000 6.12000},6978.664062,6978.7
{3.60000 5.76000} {3.96000 6.12000},4989.624991,4989.6
{3.96000 5.76000} {4.32000 6.12000},3368.518111,3368.5
{4.32000 5.76000} {4.68000 6.12000},4774.088913,4774.1
{4.68000 5.76000} {5.04000 6.12000},3190.977586,3191
{5.04000 5.76000} {5.40000 6.12000},4359.233703,4359.2
{5.40000 5.76000} {5.76000 6.12000},5877.587248,5877.6
{5.76000 5.76000} {6.12000 6.12000},6433.076460,6433.1
{6.12000 5.76000} {6.48000 6.12000},6458.168809,6458.2
{6.48000 5.76000} {6.84000 6.12000},5818.035233,5818
{6.84000 5.76000} {7.20000 6.12000},4423.548651,4423.5
{7.20000 5.76000} {7.56000 6.12000},4697.052457,4697.1
{7.56000 5.76000} {7.92000 6.12000},3963.524088,3963.5
{7.92000 5.76000} {8.28000 6.12000},4814.354466,4814.4
{8.28000 5.76000} {8.64000 6.12000},3375.194851,3375.2
{8.64000 5.76000} {9.00000 6.12000},3219.927318,3219.9
{9.00000 5.76000} {9.36000 6.12000},4603.074174,4603.1
{9.36000 5.76000} {9.72000 6.12000},4351.117076,4351.1
{9.72000 5.76000} {10.08000 6.12000},1976.134485,1976.1
{10.08000 5.76000} {10.44000 6.12000},1249.002695,1249
{0.00000 6.12000} {0.36000 6.48000},1237.382384,1237.4
{0.36000 6.12000} {0.72000 6.48000},7266.632654,7266.6
{0.72000 6.12000} {1.08000 6.48000},5272.657354,5272.7
{1.08000 6.12000} {1.44000 6.48000},4591.560902,4591.6
{1.44000 6.12000} {1.80000 6.48000},4953.427955,4953.4
{1.80000 6.12000} {2.16000 6.48000},5081.472530,5081.5
{2.16000 6.12000} {2.52000 6.48000},5786.347295,5786.3
{2.52000 6.12000} {2.88000 6.48000},5418.118651,5418.1
{2.88000 6.12000} {3.24000 6.48000},4154.547513,4154.5
{3.24000 6.12000} {3.60000 6.48000},1586.240893,1586.2
{3.60000 6.12000} {3.96000 6.48000},4925.370726,4925.4
{3.96000 6.12000} {4.32000 6.48000},6678.984977,6679
{4.32000 6.12000} {4.68000 6.48000},5890.075547,5890.1
{4.68000 6.12000} {5.04000 6.48000},8682.900358,8682.9
{5.04000 6.12000} {5.40000 6.48000},6039.756479,6039.8
{5.40000 6.12000} {5.76000 6.48000},5794.063732,5794.1
{5.76000 6.12000} {6.12000 6.48000},4910.277966,4910.3
{6.12000 6.12000} {6.48000 6.48000},4937.559357,4937.6
{6.48000 6.12000} {6.84000 6.48000},5740.869019,5740.9
{6.84000 6.12000} {7.20000 6.48000},5782.106025,5782.1
{7.20000 6.12000} {7.56000 6.48000},6221.938469,6221.9
{7.56000 6.12000} {7.92000 6.48000},4303.200095,4303.2
{7.92000 6.12000} {8.28000 6.48000},4238.857180,4238.9
{8.28000 6.12000} {8.64000 6.48000},6609.914450,6609.9
{8.64000 6.12000} {9.00000 6.48000},6916.697912,6916.7
{9.00000 6.12000} {9.36000 6.48000},7917.933001,7917.9
{9.36000 6.12000} {9.72000 6.48000},5809.734511,5809.7
{9.72000 6.12000} {10.08000 6.48000},5987.609062,5987.6
{10.08000 6.12000} {10.44000 6.48000},2334.291782,2334.3
{0.00000 6.48000} {0.36000 6.84000},1512.124778,1512.1
{0.36000 6.48000} {0.72000 6.84000},6109.424008,6109.4
{0.72000 6.48000} {1.08000 6.84000},5589.510542,5589.5
{1.08000 6.48000} {1.44000 6.84000},8433.316292,8433.3
{1.44000 6.48000} {1.80000 6.84000},4243.895635,4243.9
{1.80000 6.48000} {2.16000 6.84000},4124.715933,4124.7
{2.16000 6.48000} {2.52000 6.84000},5467.874396,5467.9
{2.52000 6.48000} {2.88000 6.84000},5421.440060,5421.4
{2.88000 6.48000} {3.24000 6.84000},5379.212747,5379.2
{3.24000 6.48000} {3.60000 6.84000},5744.413373,5744.4
{3.60000 6.48000} {3.96000 6.84000},6516.720166,6516.7
{3.96000 6.48000} {4.32000 6.84000},7469.905841,7469.9
{4.32000 6.48000} {4.68000 6.84000},6144.148784,6144.1
{4.68000 6.48000} {5.04000 6.84000},7992.400774,7992.4
{5.04000 6.48000} {5.40000 6.84000},6022.330262,6022.3
{5.40000 6.48000} {5.76000 6.84000},4779.648518,4779.6
{5.76000 6.48000} {6.12000 6.84000},5700.910000,5700.9
{6.12000 6.48000} {6.48000 6.84000},5861.155348,5861.2
{6.48000 6.48000} {6.84000 6.84000},4713.921853,4713.9
{6.84000 6.48000} {7.20000 6.84000},2472.982824,2473
{7.20000 6.48000} {7.56000 6.84000},2553.127535,2553.1
{7.56000 6.48000} {7.92000 6.84000},2842.816599,2842.8
{7.92000 6.48000} {8.28000 6.84000},5292.702600,5292.7
{8.28000 6.48000} {8.64000 6.84000},5663.608144,5663.6
{8.64000 6.48000} {9.00000 6.84000},4490.465035,4490.5
{9.00000 6.48000} {9.36000 6.84000},5428.268798,5428.3
{9.36000 6.48000} {9.72000 6.84000},3874.766772,3874.8
{9.72000 6.48000} {10.08000 6.84000},2913.832546,2913.8
{10.08000 6.48000} {10.44000 6.84000},1647.897552,1647.9
{0.00000 6.84000} {0.36000 7.20000},1897.526360,1897.5
{0.36000 6.84000} {0.72000 7.20000},7750.327090,7750.3
{0.72000 6.84000} {1.08000 7.20000},8140.658250,8140.7
{1.08000 6.84000} {1.44000 7.20000},4585.771080,4585.8
{1.44000 6.84000} {1.80000 7.20000},8280.898246,8280.9
{1.80000 6.84000} {2.16000 7.20000},6721.221931,6721.2
{2.16000 6.84000} {2.52000 7.20000},4499.168294,4499.2
{2.52000 6.84000} {2.88000 7.20000},5137.758560,5137.8
{2.88000 6.84000} {3.24000 7.20000},5481.834514,5481.8
{3.24000 6.84000} {3.60000 7.20000},4406.446195,4406.4
{3.60000 6.84000} {3.96000 7.20000},4266.645576,4266.6
{3.96000 6.84000} {4.32000 7.20000},4942.525584,4942.5
{4.32000 6.84000} {4.68000 7.20000},6632.751192,6632.8
{4.68000 6.84000} {5.04000 7.20000},6225.881036,6225.9
{5.04000 6.84000} {5.40000 7.20000},7302.889983,7302.9
{5.40000 6.84000} {5.76000 7.20000},4715.273614,4715.3
{5.76000 6.84000} {6.12000 7.20000},2168.184931,2168.2
{6.12000 6.84000} {6.48000 7.20000},2986.671919,2986.7
{6.48000 6.84000} {6.84000 7.20000},5269.409236,5269.4
{6.84000 6.84000} {7.20000 7.20000},5432.471659,5432.5
{7.20000 6.84000} {7.56000 7.20000},4401.715821,4401.7
{7.56000 6.84000} {7.92000 7.20000},4287.558456,4287.6
{7.92000 6.84000} {8.28000 7.20000},5406.938773,5406.9
{8.28000 6.84000} {8.64000 7.20000},7861.870445,7861.9
{8.64000 6.84000} {9.00000 7.20000},4394.891758,4394.9
{9.00000 6.84000} {9.36000 7.20000},3588.197230,3588.2
{9.36000 6.84000} {9.72000 7.20000},3536.525009,3536.5
{9.72000 6.84000} {10.08000 7.20000},2895.067561,2895.1
{10.08000 6.84000} {10.44000 7.20000},1426.190298,1426.2
{0.00000 7.20000} {0.36000 7.56000},2264.084588,2264.1
{0.36000 7.20000} {0.72000 7.56000},5995.095643,5995.1
{0.72000 7.20000} {1.08000 7.56000},5944.409075,5944.4
{1.08000 7.20000} {1.44000 7.56000},6163.531711,6163.5
{1.44000 7.20000} {1.80000 7.56000},6579.119061,6579.1
{1.80000 7.20000} {2.16000 7.56000},4825.750762,4825.8
{2.16000 7.20000} {2.52000 7.56000},4037.085446,4037.1
{2.52000 7.20000} {2.88000 7.56000},1972.097927,1972.1
{2.88000 7.20000} {3.24000 7.56000},2497.826014,2497.8
{3.24000 7.20000} {3.60000 7.56000},6239.713495,6239.7
{3.60000 7.20000} {3.96000 7.56000},4890.211820,4890.2
{3.96000 7.20000} {4.32000 7.56000},5934.307779,5934.3
{4.32000 7.20000} {4.68000 7.56000},5068.837591,5068.8
{4.68000 7.20000} {5.04000 7.56000},1504.797950,1504.8
{5.04000 7.20000} {5.40000 7.56000},3995.687676,3995.7
{5.40000 7.20000} {5.76000 7.56000},3001.012026,3001
{5.76000 7.20000} {6.12000 7.56000},3358.054918,3358.1
{6.12000 7.20000} {6.48000 7.56000},4953.341889,4953.3
{6.48000 7.20000} {6.84000 7.56000},6825.500551,6825.5
{6.84000 7.20000} {7.20000 7.56000},5956.291537,5956.3
{7.20000 7.20000} {7.56000 7.56000},3290.236116,3290.2
{7.56000 7.20000} {7.92000 7.56000},3775.492998,3775.5
{7.92000 7.20000} {8.28000 7.56000},5379.704142,5379.7
{8.28000 7.20000} {8.64000 7.56000},6063.739023,6063.7
{8.64000 7.20000} {9.00000 7.56000},6531.253714,6531.3
{9.00000 7.20000} {9.36000 7.56000},7302.803091,7302.8
{9.36000 7.20000} {9.72000 7.56000},4974.796682,4974.8
{9.72000 7.20000} {10.08000 7.56000},2405.266600,2405.3
{10.08000 7.20000} {10.44000 7.56000},1213.040322,1213
{0.00000 7.56000} {0.36000 7.92000},2248.723900,2248.7
{0.36000 7.56000} {0.72000 7.92000},5827.524870,5827.5
{0.72000 7.56000} {1.08000 7.92000},5410.587568,5410.6
{1.08000 7.56000} {1.44000 7.92000},2968.580637,2968.6
{1.44000 7.56000} {1.80000 7.92000},6260.333331,6260.3
{1.80000 7.56000} {2.16000 7.92000},1845.822116,1845.8
{2.16000 7.56000} {2.52000 7.92000},7342.441004,7342.4
{2.52000 7.56000} {2.88000 7.92000},8561.123914,8561.1
{2.88000 7.56000} {3.24000 7.92000},7144.842408,7144.8
{3.24000 7.56000} {3.60000 7.92000},4571.756145,4571.8
{3.60000 7.56000} {3.96000 7.92000},5246.278506,5246.3
{3.96000 7.56000} {4.32000 7.92000},5032.404692,5032.4
{4.32000 7.56000} {4.68000 7.92000},7147.436382,7147.4
{4.68000 7.56000} {5.04000 7.92000},6760.262854,6760.3
{5.04000 7.56000} {5.40000 7.92000},5570.061573,5570.1
{5.40000 7.56000} {5.76000 7.92000},5146.456498,5146.5
{5.76000 7.56000} {6.12000 7.92000},5470.713456,5470.7
{6.12000 7.56000} {6.48000 7.92000},6684.225419,6684.2
{6.48000 7.56000} {6.84000 7.92000},6002.365441,6002.4
{6.84000 7.56000} {7.20000 7.92000},3239.520481,3239.5
{7.20000 7.56000} {7.56000 7.92000},3781.745907,3781.7
{7.56000 7.56000} {7.92000 7.92000},5986.697927,5986.7
{7.92000 7.56000} {8.28000 7.92000},6286.282334,6286.3
{8.28000 7.56000} {8.64000 7.92000},6212.464813,6212.5
{8.64000 7.56000} {9.00000 7.92000},5248.900640,5248.9
{9.00000 7.56000} {9.36000 7.92000},3545.915830,3545.9
{9.36000 7.56000} {9.72000 7.92000},5966.632411,5966.6
{9.72000 7.56000} {10.08000 7.92000},3960.165929,3960.2
{10.08000 7.56000} {10.44000 7.92000},1779.970815,1780
{0.00000 7.92000} {0.36000 8.28000},1188.263355,1188.3
{0.36000 7.92000} {0.72000 8.28000},6534.086092,6534.1
{0.72000 7.92000} {1.08000 8.28000},5837.793572,5837.8
{1.08000 7.92000} {1.44000 8.28000},7052.133627,7052.1
{1.44000 7.92000} {1.80000 8.28000},3288.880394,3288.9
{1.80000 7.92000} {2.16000 8.28000},5061.675181,5061.7
{2.16000 7.92000} {2.52000 8.28000},4873.107514,4873.1
{2.52000 7.92000} {2.88000 8.28000},5639.449109,5639.4
{2.88000 7.92000} {3.24000 8.28000},6962.631555,6962.6
{3.24000 7.92000} {3.60000 8.28000},5719.314239,5719.3
{3.60000 7.92000} {3.96000 8.28000},1864.398364,1864.4
{3.96000 7.92000} {4.32000 8.28000},1398.713697,1398.7
{4.32000 7.92000} {4.68000 8.28000},5341.257263,5341.3
{4.68000 7.92000} {5.04000 8.28000},6917.693286,6917.7
{5.04000 7.92000} {5.40000 8.28000},6100.052959,6100.1
{5.40000 7.92000} {5.76000 8.28000},8532.879210,8532.9
{5.76000 7.92000} {6.12000 8.28000},6862.601439,6862.6
{6.12000 7.92000} {6.48000 8.28000},6233.137843,6233.1
{6.48000 7.92000} {6.84000 8.28000},5178.608695,5178.6
{6.84000 7.92000} {7.20000 8.28000},3801.940411,3801.9
{7.20000 7.92000} {7.56000 8.28000},4680.363724,4680.4
{7.56000 7.92000} {7.92000 8.28000},2816.066662,2816.1
{7.92000 7.92000} {8.28000 8.28000},4741.371924,4741.4
{8.28000 7.92000} {8.64000 8.28000},3834.735079,3834.7
{8.64000 7.92000} {9.00000 8.28000},5888.178177,5888.2
{9.00000 7.92000} {9.36000 8.28000},4984.272173,4984.3
{9.36000 7.92000} {9.72000 8.28000},4855.076273,4855.1
{9.72000 7.92000} {10.08000 8.28000},2803.008842,2803
{10.08000 7.92000} {10.44000 8.28000},1572.608864,1572.6
{0.00000 8.28000} {0.36000 8.64000},948.573547,948.57
{0.36000 8.28000} {0.72000 8.64000},3084.217798,3084.2
{0.72000 8.28000} {1.08000 8.64000},3412.527930,3412.5
{1.08000 8.28000} {1.44000 8.64000},4612.828592,4612.8
{1.44000 8.28000} {1.80000 8.64000},5743.403003,5743.4
{1.80000 8.28000} {2.16000 8.64000},4192.002043,4192
{2.16000 8.28000} {2.52000 8.64000},6096.603788,6096.6
{2.52000 8.28000} {2.88000 8.64000},6145.461555,6145.5
{2.88000 8.28000} {3.24000 8.64000},4426.522096,4426.5
{3.24000 8.28000} {3.60000 8.64000},2700.898680,2700.9
{3.60000 8.28000} {3.96000 8.64000},5282.763042,5282.8
{3.96000 8.28000} {4.32000 8.64000},4060.260058,4060.3
{4.32000 8.28000} {4.68000 8.64000},1669.476629,1669.5
{4.68000 8.28000} {5.04000 8.64000},5996.873812,5996.9
{5.04000 8.28000} {5.40000 8.64000},6994.392730,6994.4
{5.40000 8.28000} {5.76000 8.64000},7275.906120,7275.9
{5.76000 8.28000} {6.12000 8.64000},3600.669955,3600.7
{6.12000 8.28000} {6.48000 8.64000},2067.726528,2067.7
{6.48000 8.28000} {6.84000 8.64000},3389.254144,3389.3
{6.84000 8.28000} {7.20000 8.64000},3715.337068,3715.3
{7.20000 8.28000} {7.56000 8.64000},3853.339770,3853.3
{7.56000 8.28000} {7.92000 8.64000},2530.172075,2530.2
{7.92000 8.28000} {8.28000 8.64000},7183.773579,7183.8
{8.28000 8.28000} {8.64000 8.64000},6512.511004,6512.5
{8.64000 8.28000} {9.00000 8.64000},3804.119830,3804.1
{9.00000 8.28000} {9.36000 8.64000},3308.633130,3308.6
{9.36000 8.28000} {9.72000 8.64000},3104.180352,3104.2
{9.72000 8.28000} {10.08000 8.64000},3943.189221,3943.2
{10.08000 8.28000} {10.44000 8.64000},1522.700158,1522.7
{0.00000 8.64000} {0.36000 9.00000},3400.757844,3400.8
{0.36000 8.64000} {0.72000 9.00000},9068.687583,9068.7
{0.72000 8.64000} {1.08000 9.00000},9042.211863,9042.2
{1.08000 8.64000} {1.44000 9.00000},7162.435780,7162.4
{1.44000 8.64000} {1.80000 9.00000},7234.033748,7234
{1.80000 8.64000} {2.16000 9.00000},6677.835089,6677.8
{2.16000 8.64000} {2.52000 9.00000},4160.388590,4160.4
{2.52000 8.64000} {2.88000 9.00000},2585.288194,2585.3
{2.88000 8.64000} {3.24000 9.00000},2804.769613,2804.8
{3.24000 8.64000} {3.60000 9.00000},2437.180684,2437.2
{3.60000 8.64000} {3.96000 9.00000},1465.052218,1465.1
{3.96000 8.64000} {4.32000 9.00000},4320.750177,4320.8
{4.32000 8.64000} {4.68000 9.00000},4643.300415,4643.3
{4.68000 8.64000} {5.04000 9.00000},5992.213358,5992.2
{5.04000 8.64000} {5.40000 9.00000},8298.231920,8298.2
{5.40000 8.64000} {5.76000 9.00000},1134.670961,1134.7
{5.76000 8.64000} {6.12000 9.00000},3594.429932,3594.4
{6.12000 8.64000} {6.48000 9.00000},2689.596940,2689.6
{6.48000 8.64000} {6.84000 9.00000},2708.785962,2708.8
{6.84000 8.64000} {7.20000 9.00000},5561.647589,5561.6
{7.20000 8.64000} {7.56000 9.00000},5687.151484,5687.2
{7.56000 8.64000} {7.92000 9.00000},5258.914409,5258.9
{7.92000 8.64000} {8.28000 9.00000},6927.942313,6927.9
{8.28000 8.64000} {8.64000 9.00000},8141.091788,8141.1
{8.64000 8.64000} {9.00000 9.00000},8582.503307,8582.5
{9.00000 8.64000} {9.36000 9.00000},5674.145002,5674.1
{9.36000 8.64000} {9.72000 9.00000},10650.547931,10651
{9.72000 8.64000} {10.08000 9.00000},10595.451433,10595
{10.08000 8.64000} {10.44000 9.00000},4131.062471,4131.1
{0.00000 9.00000} {0.36000 9.36000},1537.350591,1537.4
{0.36000 9.00000} {0.72000 9.36000},5898.741117,5898.7
{0.72000 9.00000} {1.08000 9.36000},6663.348816,6663.3
{1.08000 9.00000} {1.44000 9.36000},6438.118897,6438.1
{1.44000 9.00000} {1.80000 9.36000},5846.154731,5846.2
{1.80000 9.00000} {2.16000 9.36000},3675.938806,3675.9
{2.16000 9.00000} {2.52000 9.36000},4639.216577,4639.2
{2.52000 9.00000} {2.88000 9.36000},5911.386052,5911.4
{2.88000 9.00000} {3.24000 9.36000},4779.518934,4779.5
{3.24000 9.00000} {3.60000 9.36000},5137.832581,5137.8
{3.60000 9.00000} {3.96000 9.36000},6336.188048,6336.2
{3.96000 9.00000} {4.32000 9.36000},3277.932186,3277.9
{4.32000 9.00000} {4.68000 9.36000},3044.055149,3044.1
{4.68000 9.00000} {5.04000 9.36000},7065.394860,7065.4
{5.04000 9.00000} {5.40000 9.36000},8914.669480,8914.7
{5.40000 9.00000} {5.76000 9.36000},6233.482503,6233.5
{5.76000 9.00000} {6.12000 9.36000},9854.184874,9854.2
{6.12000 9.00000} {6.48000 9.36000},6947.316379,6947.3
{6.48000 9.00000} {6.84000 9.36000},3804.580932,3804.6
{6.84000 9.00000} {7.20000 9.36000},5380.059588,5380.1
{7.20000 9.00000} {7.56000 9.36000},3497.881751,3497.9
{7.56000 9.00000} {7.92000 9.36000},5650.464152,5650.5
{7.92000 9.00000} {8.28000 9.36000},2906.274817,2906.3
{8.28000 9.00000} {8.64000 9.36000},2915.621471,2915.6
{8.64000 9.00000} {9.00000 9.36000},2604.073585,2604.1
{9.00000 9.00000} {9.36000 9.36000},3440.150984,3440.2
{9.36000 9.00000} {9.72000 9.36000},4864.313734,4864.3
{9.72000 9.00000} {10.08000 9.36000},4801.958552,4802
{10.08000 9.00000} {10.44000 9.36000},2601.060882,2601.1
{0.00000 9.36000} {0.36000 9.72000},1926.310155,1926.3
{0.36000 9.36000} {0.72000 9.72000},5297.532767,5297.5
{0.72000 9.36000} {1.08000 9.72000},6185.212689,6185.2
{1.08000 9.36000} {1.44000 9.72000},5345.374832,5345.4
{1.44000 9.36000} {1.80000 9.72000},7047.686328,7047.7
{1.80000 9.36000} {2.16000 9.72000},8200.124681,8200.1
{2.16000 9.36000} {2.52000 9.72000},8062.163524,8062.2
{2.52000 9.36000} {2.88000 9.72000},6818.732798,6818.7
{2.88000 9.36000} {3.24000 9.72000},3286.946574,3286.9
{3.24000 9.36000} {3.60000 9.72000},1935.851059,1935.9
{3.60000 9.36000} {3.96000 9.72000},6517.446843,6517.4
{3.96000 9.36000} {4.32000 9.72000},7609.738589,7609.7
{4.32000 9.36000} {4.68000 9.72000},1747.435608,1747.4
{4.68000 9.36000} {5.04000 9.72000},6290.458816,6290.5
{5.04000 9.36000} {5.40000 9.72000},11136.697518,11137
{5.40000 9.36000} {5.76000 9.72000},10789.671133,10790
{5.76000 9.36000} {6.12000 9.72000},4181.007141,4181
{6.12000 9.36000} {6.48000 9.72000},5485.000871,5485
{6.48000 9.36000} {6.84000 9.72000},2839.024444,2839
{6.84000 9.36000} {7.20000 9.72000},4496.364824,4496.4
{7.20000 9.36000} {7.56000 9.72000},6022.688309,6022.7
{7.56000 9.36000} {7.92000 9.72000},5099.505259,5099.5
{7.92000 9.36000} {8.28000 9.72000},5664.531896,5664.5
{8.28000 9.36000} {8.64000 9.72000},2642.664058,2642.7
{8.64000 9.36000} {9.00000 9.72000},3456.676875,3456.7
{9.00000 9.36000} {9.36000 9.72000},3407.772507,3407.8
{9.36000 9.36000} {9.72000 9.72000},7551.317662,7551.3
{9.72000 9.36000} {10.08000 9.72000},7570.895994,7570.9
{10.08000 9.36000} {10.44000 9.72000},2797.699458,2797.7
{0.72000 9.72000} {1.08000 10.08000},3192.040060,3192
{1.08000 9.72000} {1.44000 10.08000},3236.998371,3237
{1.44000 9.72000} {1.80000 10.08000},2953.290069,2953.3
{1.80000 9.72000} {2.16000 10.08000},8886.428312,8886.4
{2.16000 9.72000} {2.52000 10.08000},9906.668089,9906.7
{2.52000 9.72000} {2.88000 10.08000},4779.412281,4779.4
{2.88000 9.72000} {3.24000 10.08000},5584.312924,5584.3
{3.24000 9.72000} {3.60000 10.08000},5479.736051,5479.7
{3.60000 9.72000} {3.96000 10.08000},4221.466945,4221.5
{3.96000 9.72000} {4.32000 10.08000},4775.279199,4775.3
{4.32000 9.72000} {4.68000 10.08000},4361.842837,4361.8
{4.68000 9.72000} {5.04000 10.08000},6428.913156,6428.9
{5.04000 9.72000} {5.40000 10.08000},5459.170769,5459.2
{5.40000 9.72000} {5.76000 10.08000},3299.904002,3299.9
{5.76000 9.72000} {6.12000 10.08000},2758.072301,2758.1
{6.12000 9.72000} {6.48000 10.08000},2152.960596,2153
{6.48000 9.72000} {6.84000 10.08000},4936.887629,4936.9
{6.84000 9.72000} {7.20000 10.08000},6115.242836,6115.2
{7.20000 9.72000} {7.56000 10.08000},3790.947771,3790.9
{7.56000 9.72000} {7.92000 10.08000},6685.370180,6685.4
{7.92000 9.72000} {8.28000 10.08000},6473.487315,6473.5
{8.28000 9.72000} {8.64000 10.08000},5861.583041,5861.6
{8.64000 9.72000} {9.00000 10.08000},6847.594014,6847.6
{9.00000 9.72000} {9.36000 10.08000},6739.752328,6739.8
{9.36000 9.72000} {9.72000 10.08000},6734.276895,6734.3
{9.72000 9.72000} {10.08000 10.08000},6674.798781,6674.8
{10.08000 9.72000} {10.44000 10.08000},647.016681,647.02
{0.72000 10.08000} {1.08000 10.44000},457.926897,457.93
{1.08000 10.08000} {1.44000 10.44000},1570.035076,1570
{1.44000 10.08000} {1.80000 10.44000},1570.035076,1570
{1.80000 10.08000} {2.16000 10.44000},1996.802069,1996.8
{2.16000 10.08000} {2.52000 10.44000},5034.058281,5034.1
{2.52000 10.08000} {2.88000 10.44000},5018.892818,5018.9
{2.88000 10.08000} {3.24000 10.44000},3942.144959,3942.1
{3.24000 10.08000} {3.60000 10.44000},3942.144959,3942.1
{3.60000 10.08000} {3.96000 10.44000},3346.392296,3346.4
{3.96000 10.08000} {4.32000 10.44000},5273.578568,5273.6
{4.32000 10.08000} {4.68000 10.44000},5253.964711,5254
{4.68000 10.08000} {5.04000 10.44000},3861.380852,3861.4
{5.04000 10.08000} {5.40000 10.44000},3410.448448,3410.4
{5.40000 10.08000} {5.76000 10.44000},3361.886497,3361.9
{5.76000 10.08000} {6.12000 10.44000},2414.767445,2414.8
{6.12000 10.08000} {6.48000 10.44000},3311.631663,3311.6
{6.48000 10.08000} {6.84000 10.44000},3311.631663,3311.6
{6.84000 10.08000} {7.20000 10.44000},1044.727754,1044.7
{7.20000 10.08000} {7.56000 10.44000},800.599640,800.6
{7.56000 10.08000} {7.92000 10.44000},2676.744464,2676.7
{7.92000 10.08000} {8.28000 10.44000},4264.251622,4264.3
{8.28000 10.08000} {8.64000 10.44000},4045.087870,4045.1
{8.64000 10.08000} {9.00000 10.44000},3050.421606,3050.4
{9.00000 10.08000} {9.36000 10.44000},3050.421606,3050.4
