#<Box_ID>,<llx(um)>,<lly(um)>,<urx(um)>,<ury(um)>,M0,VIA0,M1,VIA1,M2,VIA2,M3,VIA3,M4,VIA4,M5,VIA5,M6,VIA6,M7,VIA7,M8,VIA8,M9,VIA9,M10
1,-5.25,-5.2,5.25,5.2,0.7,0.05,0.7,0.05,0.7,0.05,0.7,0.05,0.7,0.05,0.7,0.05,0.7,0.05,0.7,0.05,0.7,0.05,0.7,0.05,0.7 
